EXPECTED OUTPUT, OUTPUT, TEST RESULT
4041,4041,OK
11713,11713,OK
3625,3625,OK
15425,15425,OK
3305,3305,OK
20173,20173,OK
3977,3977,OK
24973,24973,OK
5449,5449,OK
29633,29633,OK
7081,7081,OK
35393,35393,OK
-3,-3,OK
-21,-21,OK
-37,-37,OK
-64,-64,OK
-16,-16,OK
-68,-68,OK
3684,3684,OK
3616,3616,OK
-3,-3,OK
-21,-21,OK
-37,-37,OK
-64,-64,OK
-16,-37,OK
-68,-64,OK
SIMULATION ENDED SUCCESSFULLY
