EXPECTED OUTPUT, OUTPUT, TEST RESULT
169,169,OK
169,169,OK
180,180,OK
180,180,OK
409,409,OK
409,409,OK
404,404,OK
404,404,OK
421,421,OK
421,421,OK
452,452,OK
452,452,OK
39,39,OK
8,8,OK
44,44,OK
12,12,OK
47,47,OK
8,8,OK
1390,1390,OK
1355,1355,OK
39,39,OK
8,8,OK
44,44,OK
12,12,OK
47,47,OK
8,8,OK
SIMULATION ENDED SUCCESSFULLY
