EXPECTED OUTPUT, OUTPUT, TEST RESULT
976,976,OK
2458,2458,OK
720,720,OK
1994,1994,OK
976,976,OK
2458,2458,OK
720,720,OK
1994,1994,OK
244,244,OK
634,634,OK
740,740,OK
922,922,OK
40,40,OK
-6,-6,OK
40,40,OK
-6,-6,OK
28,28,OK
4,4,OK
595,595,OK
629,629,OK
28,28,OK
4,4,OK
28,28,OK
4,4,OK
28,28,OK
4,4,OK
SIMULATION ENDED SUCCESSFULLY
