EXPECTED OUTPUT, OUTPUT, TEST RESULT
1280,1280,OK
808,808,OK
1280,1280,OK
808,808,OK
320,320,OK
968,968,OK
320,320,OK
968,968,OK
320,320,OK
968,968,OK
320,320,OK
968,968,OK
-88,-88,OK
-64,-64,OK
-88,-88,OK
-64,-64,OK
-80,-80,OK
-48,-48,OK
981,2085,NO
965,981,NO
-88,-80,NO
-64,-48,NO
-88,-80,NO
-64,-48,NO
ERROR, WRONG RESULT PRODUCED
