EXPECTED OUTPUT, OUTPUT, TEST RESULT
1556,1556,OK
1556,1556,OK
1962,1962,OK
1962,1962,OK
1465,1465,OK
1465,1465,OK
1853,1853,OK
1853,1853,OK
1322,1322,OK
1322,1322,OK
1696,1696,OK
1696,1696,OK
99,99,OK
0,0,OK
83,83,OK
29,29,OK
116,116,OK
11,11,OK
1432,1432,OK
750,750,OK
99,99,OK
0,0,OK
83,83,OK
29,29,OK
SIMULATION ENDED SUCCESSFULLY
