EXPECTED OUTPUT, OUTPUT, TEST RESULT
52,52,OK
776,776,OK
20826,20826,OK
23722,23722,OK
257,257,OK
2141,2141,OK
24641,24641,OK
28697,28697,OK
29,29,OK
785,785,OK
24125,24125,OK
27053,27053,OK
-5,-5,OK
42,42,OK
-90,-90,OK
46,46,OK
-5,-5,OK
-6,-6,OK
5103,5103,OK
4972,6263,NO
-5,0,NO
42,0,NO
-90,0,NO
46,0,NO
-5,0,NO
-6,0,NO
ERROR, WRONG RESULT PRODUCED
