EXPECTED OUTPUT, OUTPUT, TEST RESULT
493,493,OK
493,493,OK
50,50,OK
50,50,OK
493,493,OK
493,493,OK
50,50,OK
50,50,OK
493,493,OK
493,493,OK
50,50,OK
50,50,OK
24,24,OK
-4,-4,OK
0,0,OK
0,0,OK
22,22,OK
-3,-3,OK
2039,2039,OK
2647,2647,OK
24,24,OK
-4,-4,OK
96,96,OK
-24,-24,OK
SIMULATION ENDED SUCCESSFULLY
