EXPECTED OUTPUT, OUTPUT, TEST RESULT
100,100,OK
0,0,OK
1060,1060,OK
680,680,OK
100,100,OK
0,0,OK
1060,1060,OK
680,680,OK
100,100,OK
0,0,OK
1060,1060,OK
680,680,OK
0,0,OK
0,0,OK
0,0,OK
0,0,OK
0,0,OK
0,0,OK
2237,2237,OK
2923,2923,OK
-8,-8,OK
0,0,OK
-8,-8,OK
0,0,OK
-8,-8,OK
0,0,OK
SIMULATION ENDED SUCCESSFULLY
