EXPECTED OUTPUT, OUTPUT, TEST RESULT
450,450,OK
450,450,OK
2176,2176,OK
2176,2176,OK
450,450,OK
450,450,OK
2176,2176,OK
2176,2176,OK
290,290,OK
290,290,OK
680,680,OK
680,680,OK
102,102,OK
-12,-12,OK
103,103,OK
-9,-9,OK
88,88,OK
-24,-24,OK
1104,1104,OK
1632,1632,OK
104,104,OK
-4,-4,OK
108,108,OK
0,0,OK
SIMULATION ENDED SUCCESSFULLY
