EXPECTED OUTPUT, OUTPUT, TEST RESULT
5986,5986,OK
5986,5986,OK
8506,8506,OK
8506,8506,OK
5986,5986,OK
5986,5986,OK
8506,8506,OK
8506,8506,OK
4210,4210,OK
4210,4210,OK
6154,6154,OK
6154,6154,OK
97,97,OK
15,15,OK
-64,-64,OK
-40,-40,OK
98,98,OK
-7,-7,OK
7430,7430,OK
15064,15064,OK
96,96,OK
-8,-8,OK
96,96,OK
-8,-8,OK
96,96,OK
-8,-8,OK
SIMULATION ENDED SUCCESSFULLY
