EXPECTED OUTPUT, OUTPUT, TEST RESULT
320,320,OK
64,64,OK
320,320,OK
64,64,OK
8864,8864,OK
7840,7840,OK
8864,8864,OK
7840,7840,OK
320,320,OK
64,64,OK
320,320,OK
64,64,OK
-72,-72,OK
-24,-24,OK
-64,-64,OK
-24,-24,OK
-72,-72,OK
-24,-24,OK
2304,2304,OK
1065,1065,OK
-72,-72,OK
-24,-24,OK
-64,-64,OK
-24,-24,OK
-72,-72,OK
-24,-24,OK
SIMULATION ENDED SUCCESSFULLY
