EXPECTED OUTPUT, OUTPUT, TEST RESULT
730,730,OK
500,500,OK
730,730,OK
500,500,OK
730,730,OK
500,500,OK
730,730,OK
500,500,OK
936,936,OK
634,634,OK
936,936,OK
634,634,OK
96,96,OK
9,9,OK
98,98,OK
14,14,OK
95,95,OK
-11,-11,OK
6621,6621,OK
2454,2454,OK
96,96,OK
9,9,OK
98,98,OK
14,14,OK
SIMULATION ENDED SUCCESSFULLY
