EXPECTED OUTPUT, OUTPUT, TEST RESULT
4352,4352,OK
0,0,OK
4352,4352,OK
0,0,OK
1088,1088,OK
1088,1088,OK
1088,1088,OK
1088,1088,OK
4352,4352,OK
0,0,OK
4352,4352,OK
0,0,OK
32,32,OK
8,8,OK
32,32,OK
8,8,OK
32,32,OK
8,8,OK
1338,1338,OK
1338,1338,OK
32,32,OK
8,8,OK
32,32,OK
8,8,OK
SIMULATION ENDED SUCCESSFULLY
