EXPECTED OUTPUT, OUTPUT, TEST RESULT
1282,1282,OK
650,650,OK
7696,7696,OK
7200,7200,OK
2178,2178,OK
922,922,OK
2276,2276,OK
1156,1156,OK
2178,2178,OK
922,922,OK
2276,2276,OK
1156,1156,OK
-4,-4,OK
-24,-24,OK
25,25,OK
-3,-3,OK
0,0,OK
0,0,OK
1562,1562,OK
2139,2139,OK
-4,-4,OK
-24,-24,OK
-4,-4,OK
-24,-24,OK
SIMULATION ENDED SUCCESSFULLY
